Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12543,Zoo_Tycoon:_Complete_Collection,PC,2003,Strategy,Microsoft_Game_Studios,0.03,0.02,0,0.01,0.06
12544,Little_League_World_Series_Baseball_2008,DS,2008,Sports,Activision,0.06,0,0,0,0.06
12545,Commandos:_Strike_Force,PS2,2006,Shooter,Eidos_Interactive,0.03,0.02,0,0.01,0.06
12546,Mobile_Suit_Gundam:_Gundam_vs._Zeta_Gundam,PS2,2004,Shooter,Namco_Bandai_Games,0.03,0.02,0,0.01,0.06
12547,Darksiders_II,XOne,2015,Action,Nordic_Games,0.03,0.02,0,0.01,0.06
12548,Rapala_Pro_Fishing,GBA,2004,Sports,Zoo_Digital_Publishing,0.04,0.02,0,0,0.06
12549,Create,PC,2010,Action,Electronic_Arts,0.04,0.01,0,0.01,0.06
12550,Guilty_Gear_X:_Advance_Edition,GBA,2002,Fighting,Sammy_Corporation,0.04,0.02,0,0,0.06
12551,Impossible_Mission,PSP,2007,Platform,System_3_Arcade_Software,0,0.04,0,0.02,0.06
12552,Zoo_Tycoon_2,PC,2004,Strategy,Microsoft_Game_Studios,0,0.05,0,0.01,0.06
12553,Fate/Tiger_Colosseum_Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0,0.06
12554,Zaidan_Houjin_Nippon_Kanji_Nouryoku_Kentei_Kyoukai_Kounin:_KanKen_DS3_Deluxe,DS,2009,Misc,Rocket_Company,0,0,0.06,0,0.06
12555,Rooms:_The_Main_Building,Wii,2010,Adventure,Hudson_Soft,0.06,0,0,0,0.06
12556,Theresia...,DS,2008,Adventure,Arc_System_Works,0.06,0,0,0,0.06
12557,Pop_Cutie!_Street_Fashion_Simulation,DS,2008,Simulation,Tecmo_Koei,0.06,0,0,0,0.06
12558,Top_Gun:_Hard_Lock,X360,2012,Action,505_Games,0.03,0.02,0,0,0.06
12559,JoJo's_Bizarre_Adventure:_All_Star_Battle,3DS,2012,Fighting,Take-Two_Interactive,0.06,0,0,0,0.06
12560,Carol_Vorderman's_Sudoku,PSP,2006,Puzzle,Xplosiv,0.05,0,0,0.01,0.06
12561,Ford_Racing_3,GBA,2005,Racing,Zoo_Digital_Publishing,0.04,0.02,0,0,0.06
12562,Genkai_Tokki:_Moero_Crystal,PSV,2015,Role-Playing,Compile_Heart,0,0,0.06,0,0.06
12563,PachiPara_13:_Super_Umi_no_Pachi-Pro_Fuuunroku,PS2,2006,Misc,Irem_Software_Engineering,0,0,0.06,0,0.06
12564,Disney_Planes_Fire_&_Rescue,Wii,2014,Action,Disney_Interactive_Studios,0,0.05,0,0,0.06
12565,Attack_on_Titan_(KOEI),PS3,2016,Action,Tecmo_Koei,0,0,0.06,0,0.06
12566,Satisfashion,DS,2010,Misc,Destineer,0.06,0,0,0,0.06
12567,World_Soccer_Winning_Eleven_9_(US_sales),PSP,2005,Sports,Konami_Digital_Entertainment,0.05,0,0,0,0.06
12568,Winning_Post_4_Maximum,PS2,2000,Sports,Tecmo_Koei,0,0,0.06,0,0.06
12569,Oddworld:_Munch's_Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06
12570,Match_3_Madness,DS,2010,Puzzle,Foreign_Media_Games,0,0.05,0,0.01,0.06
12571,Exhibition_Volume_5,XB,2004,Misc,Microsoft_Game_Studios,0.04,0.01,0,0,0.06
12572,Record_of_Lodoss_War:_Eiyuu_Sensou,SCD,1994,Role-Playing,Sega,0,0,0.06,0,0.06
12573,DuckTales:_Remastered,WiiU,2013,Action,Capcom,0.05,0,0,0,0.06
12574,LEGO_Batman:_The_Videogame,PC,2008,Action,Warner_Bros._Interactive_Entertainment,0.02,0.03,0,0.01,0.06
12575,Atelier_Sophie:_The_Alchemist_of_the_Mysterious_Book,PSV,2015,Role-Playing,Tecmo_Koei,0,0,0.06,0,0.06
12576,Starry_?_Sky:_In_Summer,PSP,2010,Misc,Asgard,0,0,0.06,0,0.06
12577,Imagine:_Resort_Owner,DS,2010,Strategy,Ubisoft,0.05,0,0,0,0.06
12578,Pro_Yakyuu_Netsu_Star_2007,PS2,2007,Sports,Namco_Bandai_Games,0,0,0.06,0,0.06
12579,Klonoa_Beach_Volleyball,PS,2002,Sports,Namco_Bandai_Games,0.03,0.02,0,0,0.06
12580,Melty_Blood:_Actress_Again,PS2,2009,Fighting,Ecole,0,0,0.06,0,0.06
12581,TrackMania_Turbo,XOne,2016,Action,Ubisoft,0.02,0.03,0,0,0.06
12582,Izuna_2:_The_Unemployed_Ninja_Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,0.06
12583,Teenage_Mutant_Ninja_Turtles_3:_Mutant_Nightmare,DS,2005,Action,Konami_Digital_Entertainment,0.05,0,0,0,0.06
12584,Centipede:_Infestation,Wii,2011,Shooter,Atari,0.06,0,0,0,0.06
12585,Mercury_Meltdown,PSP,2006,Action,Atari,0.05,0.01,0,0.01,0.06
12586,SingStar_Mallorca_Party,PS3,2009,Misc,Sony_Computer_Entertainment,0,0.04,0,0.02,0.06
12587,3D_Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0,0,0.06
12588,Hi_Hi_Puffy_AmiYumi:_Kaznapped,GBA,2005,Action,D3Publisher,0.04,0.02,0,0,0.06
12589,FIFA_Soccer_07,DS,2006,Sports,Electronic_Arts,0.05,0.01,0,0,0.06
12590,Resident_Evil_-_Code:_Veronica_X,GC,2003,Action,Capcom,0.05,0.01,0,0,0.06
12591,Broken_Sword:_The_Shadow_of_the_Templars,GBA,2002,Adventure,BAM!_Entertainment,0.04,0.02,0,0,0.06
12592,Back_to_the_Future:_The_Game,Wii,2011,Adventure,Telltale_Games,0.05,0,0,0,0.06
12593,Summon_Night_6:_Lost_Borders,PSV,2016,Action,Namco_Bandai_Games,0,0,0.06,0,0.06
12594,Tenchi_Muyou!_Ryoukouki_Gokuraku,SAT,1995,Adventure,Yumedia,0,0,0.06,0,0.06
12595,Kelly_Slater's_Pro_Surfer,GC,2002,Sports,Activision,0.05,0.01,0,0,0.06
12596,Jacqueline_Wilson's_Tracy_Beaker:_The_Game,DS,2009,Misc,P2_Games,0,0.05,0,0,0.06
12597,Sacred_3,X360,2014,Role-Playing,Deep_Silver,0.03,0.03,0,0.01,0.06
12598,I_Am_In_The_Movie,PSP,2012,Simulation,Namco_Bandai_Games,0,0,0.06,0,0.06
12599,Doraemon:_Nobita_no_Uchuu_Eiyuuki,3DS,2015,Action,FuRyu,0,0,0.06,0,0.06
12600,Trapt,PS2,2005,Action,Tecmo_Koei,0.03,0.02,0,0.01,0.06
12601,Jewel_Legends:_Tree_of_Life,DS,2011,Puzzle,Rising_Star_Games,0,0.05,0,0.01,0.06
12602,Splat_Renegade_Paintball,XB,2005,Sports,Take-Two_Interactive,0.04,0.01,0,0,0.06
12603,Zendoku,DS,2007,Puzzle,Eidos_Interactive,0.05,0,0,0,0.06
12604,Metal_Max_4:_Gekkou_no_Diva,3DS,2013,Role-Playing,Kadokawa_Shoten,0,0,0.06,0,0.06
12605,Jumper:_Griffin's_Story,X360,2008,Action,Eidos_Interactive,0.05,0,0,0,0.06
12606,Worms_3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06
12607,pro_evolution_soccer_2011,PC,2010,Sports,Konami_Digital_Entertainment,0,0.05,0,0.01,0.06
12608,Crazy_Chicken:_Pharaoh's_Treasure,DS,2007,Puzzle,Phenomedia,0.05,0,0,0,0.06
12609,Arcana_Heart_3,PSV,2014,Fighting,Arc_System_Works,0.03,0,0.02,0.01,0.06
12610,Magi:_Aratanaru_Sekai,3DS,2014,Role-Playing,Namco_Bandai_Games,0,0,0.06,0,0.06
12611,PoPoLoCrois,PSP,2005,Role-Playing,Ignition_Entertainment,0.05,0,0,0,0.06
12612,Mahouka_Koukou_no_Rettousei:_Out_of_Order,PSV,2014,Adventure,Namco_Bandai_Games,0,0,0.06,0,0.06
12613,Dragon_Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06
12614,Lord_of_Magna:_Maiden_Heaven,3DS,2014,Role-Playing,Marvelous_Entertainment,0,0,0.06,0,0.06
12615,Dig_Dug:_Digging_Strike,DS,2005,Puzzle,Atari,0.05,0,0,0,0.06
12616,Dance_Sensation!,Wii,2010,Misc,Majesco_Entertainment,0.06,0,0,0,0.06
12617,Brave:_A_Warrior's_Tale,Wii,2009,Action,SouthPeak_Games,0.05,0,0,0,0.06
12618,Ansatsu_Kyoushitsu:_Assassin_Ikusei_Keikaku!!,3DS,2016,Action,Namco_Bandai_Games,0,0,0.06,0,0.06
12619,Raw_Danger!_(JP_sales),PS2,2006,Action,505_Games,0,0,0.06,0,0.06
12620,Archer_Maclean_Presents:_Pool_Paradise,PS2,2004,Sports,Ignition_Entertainment,0.03,0.02,0,0.01,0.06
12621,Tabi_no_Yubisashi_Kaiwachou_DS:_DS_Series_3_Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0,0.06
12622,Winx_Club:_Mission_Enchantix,DS,2008,Adventure,Konami_Digital_Entertainment,0.03,0.02,0,0,0.06
12623,Petz_Bunnyz_Bunch,DS,2011,Simulation,Ubisoft,0.05,0,0,0,0.06
12624,S.T.A.L.K.E.R.:_Shadow_of_Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06
12625,Backyard_Skateboarding_2006,GBA,2004,Sports,Atari,0.04,0.02,0,0,0.06
12626,Tron_2.0:_Killer_App,XB,2004,Action,Disney_Interactive_Studios,0.04,0.01,0,0,0.06
12627,Steins;Gate:_Hiyoku_Renri_no_Darling,PSP,2012,Action,5pb,0,0,0.06,0,0.06
12628,Captain_America:_Super_Soldier,Wii,N/A,Action,Sega,0.05,0,0,0,0.06
12629,Gegege_no_Kitarou:_Youkai_Daigekisen,DS,2008,Action,Namco_Bandai_Games,0,0,0.06,0,0.06
12630,Emblem_of_Gundam,DS,2008,Strategy,Namco_Bandai_Games,0,0,0.06,0,0.06
12631,The_Fast_and_the_Furious,PS2,2006,Racing,Namco_Bandai_Games,0.03,0.02,0,0.01,0.06
12632,Gem_Smashers,Wii,2011,Platform,Crave_Entertainment,0.05,0,0,0,0.06
12633,Super_Robot_Wars_OG:_The_Moon_Dwellers,PS3,2016,Misc,Namco_Bandai_Games,0,0,0.06,0,0.06
12634,G-Police:_Weapons_of_Justice,PS,1999,Action,Psygnosis,0.03,0.02,0,0,0.06
12635,Killing_Zone,PS,1996,Fighting,Acclaim_Entertainment,0.03,0.02,0,0,0.06
12636,All_Kamen_Rider:_Rider_Generation_2,PSP,2012,Action,Namco_Bandai_Games,0,0,0.06,0,0.06
12637,Policenauts,3DO,1995,Adventure,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12638,Adventures_of_Lolo,NES,1989,Puzzle,HAL_Laboratory,0.06,0,0,0,0.06
12639,Quiz!_Hexagon_II,DS,2010,Misc,Namco_Bandai_Games,0,0,0.06,0,0.06
12640,Game_of_Thrones_(Telltale),PS3,2015,Adventure,Telltale_Games,0.02,0.03,0,0.01,0.06
12641,Call_of_Duty:_The_War_Collection,X360,2010,Shooter,Activision,0.05,0,0,0,0.06
12642,Warriors_Orochi_2,X360,2008,Action,Tecmo_Koei,0.04,0,0.01,0,0.06
12643,The_History_Channel:_Battle_for_the_Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06
12644,Racing_Gears_Advance,GBA,2004,Racing,Zoo_Digital_Publishing,0.04,0.02,0,0,0.06
12645,Jewel_Master:_Cradle_of_Persia,DS,2012,Puzzle,Rising_Star_Games,0,0.05,0,0.01,0.06
12646,Project_Setsuna,PS4,2016,Role-Playing,Square_Enix,0,0,0.06,0,0.06
12647,Syphon_Filter:_Logan's_Shadow,PS2,2010,Shooter,Sony_Computer_Entertainment,0.03,0.02,0,0.01,0.06
12648,NTRA_Breeders'_Cup_World_Thoroughbred_Championships,XB,2005,Simulation,Bethesda_Softworks,0.04,0.01,0,0,0.06
12649,Tiger_Woods_PGA_Tour_08,DS,2007,Sports,Electronic_Arts,0.05,0,0,0,0.06
12650,Daito_Giken_Koushiki_Pachi-Slot_Simulator:_Shin_Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0,0.06
12651,Tanjou_S_Debut,SAT,1996,Simulation,NEC_Interchannel,0,0,0.06,0,0.06
12652,Nendoroid_Generation,PSP,2012,Role-Playing,Namco_Bandai_Games,0,0,0.06,0,0.06
12653,Brave:_A_Warrior's_Tale,X360,2009,Action,SouthPeak_Games,0.05,0.01,0,0,0.06
12654,Pop'n_TwinBee:_Rainbow_Bell_Adventure,SNES,1993,Platform,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12655,Honeycomb_Beat,DS,2006,Puzzle,Konami_Digital_Entertainment,0.05,0,0,0,0.06
12656,Broken_Helix,PS,1997,Action,Konami_Digital_Entertainment,0.03,0.02,0,0,0.06
12657,The_Saboteur,PC,2009,Action,Electronic_Arts,0,0.05,0,0.01,0.06
12658,Katekyoo_Hitman_Reborn!_DS_Fate_of_Heat_III_-_Yuki_no_Shugosha_Raishuu!,DS,2010,Role-Playing,Marvelous_Interactive,0,0,0.06,0,0.06
12659,Myst_III:_Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06
12660,Warriors:_Legends_of_Troy,X360,2011,Action,Tecmo_Koei,0,0.04,0.01,0.01,0.06
12661,Hajime_no_Ippo_Portable:_Victorious_Spirits,PSP,2007,Fighting,Grand_Prix_Games,0,0,0.06,0,0.06
12662,Nanostray,DS,2005,Shooter,Majesco_Entertainment,0.05,0,0,0,0.06
12663,CMT_Presents:_Karaoke_Revolution_Country,PS2,2006,Misc,Konami_Digital_Entertainment,0.03,0.02,0,0.01,0.06
12664,Katekyoo_Hitman_Reborn!_DS:_Flame_Rumble_Mukuro_Kyoushuu,DS,2007,Fighting,Takara_Tomy,0,0,0.06,0,0.06
12665,Cid_to_Chocobo_no_Fushigi_na_Dungeon:_Toki_Wasure_no_Meikyuu_DS+,DS,2008,Role-Playing,Square_Enix,0,0,0.06,0,0.06
12666,Vitamin_X_to_Z,PSP,2011,Adventure,D3Publisher,0,0,0.06,0,0.06
12667,Fatal_Frame,XB,2002,Action,Tecmo_Koei,0.04,0.01,0,0,0.06
12668,Flip's_Twisted_World,Wii,N/A,Platform,Unknown,0.05,0,0,0,0.06
12669,Tom_Clancy's_Ghost_Recon:_Advanced_Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06
12670,Urban_Chaos:_Riot_Response,PS2,2006,Shooter,Eidos_Interactive,0.03,0.02,0,0.01,0.06
12671,Generation_of_Chaos,PSP,2005,Role-Playing,Midas_Interactive_Entertainment,0.05,0,0,0,0.06
12672,Teenage_Mutant_Ninja_Turtles_II:_Back_from_the_Sewers,GB,1991,Action,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12673,Gormiti:_The_Lords_of_Nature!,DS,2010,Adventure,Konami_Digital_Entertainment,0.05,0,0,0,0.06
12674,The_Sims_2:_University,PC,2005,Simulation,Electronic_Arts,0.01,0.04,0,0.01,0.06
12675,Pucca_Power_Up,DS,2011,Platform,Rising_Star_Games,0.04,0.02,0,0,0.06
12676,Resident_Evil_2,GC,2003,Action,Capcom,0.04,0.01,0,0,0.06
12677,MLB_Power_Pros_2008,DS,2008,Sports,Take-Two_Interactive,0.05,0,0,0,0.06
12678,Real_Soccer_2009,DS,2008,Sports,Ubisoft,0.05,0,0,0,0.06
12679,World_Championship_Athletics,Wii,2009,Sports,DTP_Entertainment,0.04,0.01,0,0,0.06
12680,The_Amazing_Spider-Man_2_(2014),WiiU,2014,Action,Activision,0.03,0.02,0,0,0.06
12681,Yomawari,PSV,2015,Adventure,Nippon_Ichi_Software,0,0,0.06,0,0.06
12682,Real_Bout_Garou_Densetsu_Special:_Dominated_Mind,PS,1998,Fighting,SNK,0,0,0.05,0,0.06
12683,Jumble_Madness,DS,2009,Puzzle,Destineer,0.06,0,0,0,0.06
12684,Vampire_Rain:_Altered_Species,PS3,2008,Action,Ignition_Entertainment,0.05,0,0,0,0.06
12685,Sumikko_Gurashi:_Mura_o_Tsukurundesu,3DS,2016,Misc,Nippon_Columbia,0,0,0.06,0,0.06
12686,Harry_Potter_and_the_Sorcerer's_Stone,PC,2001,Action,Electronic_Arts,0.01,0.04,0,0.01,0.06
12687,Minna_no_Sukkiri,PSP,2009,Sports,Sony_Computer_Entertainment,0,0,0.06,0,0.06
12688,Scurge:_Hive,DS,2006,Action,SouthPeak_Games,0.05,0,0,0,0.06
12689,Catwoman,XB,2004,Action,Electronic_Arts,0.04,0.01,0,0,0.06
12690,Murdered:_Soul_Suspect,PC,2014,Action,Square_Enix,0,0.05,0,0.01,0.06
12691,Romance_of_the_Three_Kingdoms_13,PS4,2015,Action,Tecmo_Koei,0.01,0,0.05,0,0.06
12692,Noddy_in_Toyland,DS,2011,Misc,GSP,0,0.05,0,0.01,0.06
12693,Aquarium_by_DS,DS,2008,Simulation,Mercury_Games,0.05,0,0,0,0.06
12694,Utawarerumono:_Itsuwari_no_Kamen,PS4,2015,Adventure,Aqua_Plus,0,0,0.06,0,0.06
12695,Ride_to_Hell,X360,2013,Racing,Deep_Silver,0.04,0.01,0,0,0.06
12696,Burning_Rangers,SAT,1998,Platform,Sega,0,0,0.06,0,0.06
12697,Mana_Khemia:_Alchemists_of_Al-Revis,PS2,2007,Role-Playing,Nippon_Ichi_Software,0.03,0.02,0,0.01,0.06
12698,Katekyoo_Hitman_Reborn!_DS_Flame_Rumble_XX_-_Kessen!_Shin_6_Chouka,DS,2010,Action,Takara_Tomy,0,0,0.06,0,0.06
12699,Interplay_Sports_Baseball_2000,PS,1999,Sports,Interplay,0.03,0.02,0,0,0.06
12700,Zone_of_the_Enders:_The_Fist_of_Mars,GBA,2001,Role-Playing,Konami_Digital_Entertainment,0.04,0.02,0,0,0.06
12701,Animorphs:_Shattered_Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06
12702,Teenage_Mutant_Ninja_Turtles:_Tournament_Fighters,SNES,1992,Fighting,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12703,Eikan_wa_Kimini_2002:_Koshien_no_Kodou,PS2,2002,Sports,DigiCube,0,0,0.06,0,0.06
12704,PopStar_Guitar,Wii,2008,Misc,Midway_Games,0.03,0.03,0,0.01,0.06
12705,Mirror's_Edge,PC,2009,Platform,Electronic_Arts,0,0.05,0,0.01,0.06
12706,Blade_Dancer:_Lineage_of_Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06
12707,Terminator_3:_Rise_of_the_Machines,GBA,2003,Action,Atari,0.04,0.02,0,0,0.06
12708,Jissen_Pachislot_Hisshouhou!_Hokuto_no_Ken_Portable_SE,PSP,2006,Misc,Sega,0,0,0.06,0,0.06
12709,Mayhem_3D,PS3,2011,Racing,Evolved_Games,0.05,0,0,0.01,0.06
12710,G1_Jockey_2,PS2,2000,Sports,Tecmo_Koei,0,0,0.06,0,0.06
12711,Mobile_Ops:_The_One_Year_War,X360,N/A,Simulation,Namco_Bandai_Games,0,0,0.06,0,0.06
12712,Constantine,XB,2005,Action,SCi,0.04,0.01,0,0,0.06
12713,Chaos_Rings_III,PSV,2014,Role-Playing,Square_Enix,0,0,0.06,0,0.06
12714,Tom_Clancy's_Splinter_Cell:_Double_Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06
12715,Senritsu_no_Stratus,PSP,2011,Role-Playing,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12716,Katekyoo_Hitman_Reborn!_DS_Flame_Rumble_X_-_Mirai_Chou-Bakuhatsu!!,DS,2009,Fighting,Takara_Tomy,0,0,0.06,0,0.06
12717,Rhapsody:_A_Musical_Adventure,DS,2008,Role-Playing,Nippon_Ichi_Software,0.05,0,0,0,0.06
12718,Titan_Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06
12719,Wantame_Fortune_Channel,DS,2007,Misc,Capcom,0,0,0.06,0,0.06
12720,Evangelion:_Jo,PSP,2009,Action,Namco_Bandai_Games,0,0,0.06,0,0.06
12721,Bleach:_Blade_Battlers_2nd,PS2,2007,Fighting,Sony_Computer_Entertainment,0,0,0.06,0,0.06
12722,Samurai_Jack:_The_Shadow_of_Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06
12723,Kamen_Rider_Kabuto,PS2,2006,Action,Namco_Bandai_Games,0,0,0.06,0,0.06
12724,Men_in_Black_The_Series:_Crashdown,PS,2001,Shooter,Infogrames,0.03,0.02,0,0,0.06
12725,Zero_Divide,PS,1995,Fighting,Ocean,0.03,0.02,0,0,0.06
12726,FIFA_Street,GC,2005,Sports,Electronic_Arts,0.04,0.01,0,0,0.06
12727,Tsugunai:_Atonement,PS2,2001,Role-Playing,Sony_Computer_Entertainment,0.02,0.01,0.02,0,0.06
12728,Rugby_World_Cup_2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
12729,Lost_Kingdoms_II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06
12730,Aggressive_Inline,GC,2002,Sports,Acclaim_Entertainment,0.04,0.01,0,0,0.06
12731,Nights_of_Azure,PS4,2015,Action,Tecmo_Koei,0.03,0.02,0,0.01,0.06
12732,Dungeon_Keeper_2,PC,1999,Action,Electronic_Arts,0,0.05,0,0.01,0.06
12733,Viewtiful_Joe:_Red_Hot_Rumble,GC,2005,Action,Capcom,0.04,0.01,0,0,0.06
12734,The_Lord_of_the_Rings:_The_Battle_for_Middle-Earth_II,X360,2006,Strategy,Electronic_Arts,0,0.05,0,0.01,0.06
12735,Kaite_Shabette_Hajimeyou!_Monster_Farm_DS,DS,2007,Role-Playing,Tecmo_Koei,0,0,0.06,0,0.06
12736,Dungeon_Explorer:_Warriors_of_Ancient_Arts,DS,2007,Role-Playing,Rising_Star_Games,0.05,0,0,0,0.06
12737,Pro_Yaky?_Spirits_2012,PSV,2012,Sports,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12738,Samurai_Warriors_4:_Empires,PS3,2015,Action,Tecmo_Koei,0,0,0.06,0,0.06
12739,Point_Blank_DS_(US_sales),DS,2006,Shooter,Atari,0.05,0,0,0,0.06
12740,FIFA_Soccer_06,DS,2005,Sports,Electronic_Arts,0.05,0,0,0,0.06
12741,SD_Gundam_G_Generation_Wars,Wii,2009,Strategy,Namco_Bandai_Games,0,0,0.06,0,0.06
12742,Broken_Sword_II:_The_Smoking_Mirror,PS,1997,Adventure,Sony_Computer_Entertainment,0.03,0.02,0,0,0.06
12743,Pump_It_Up:_Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06
12744,Hakuouki:_Yuugi_Roku_Ni_-_Matsuri_Hayashi_to_Taishitachi,PSP,2012,Action,Idea_Factory,0,0,0.06,0,0.06
12745,Wreckless:_ThE_YaKuza_MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0,0,0.06
12746,Doki-Doki_Universe,PSV,2013,Adventure,Sony_Computer_Entertainment,0.01,0.04,0,0.01,0.06
12747,"Hisshou_Pachinko*Pachi-Slot_Kouryaku_Series_Vol._11:_Shinseiki_Evangelion_-_Magokoro_o,_Kimi_ni",PS2,2007,Misc,D3Publisher,0,0,0.06,0,0.06
12748,TOCA_Race_Driver_2:_Ultimate_Racing_Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0,0.01,0.06
12749,Girls_RPG:_Cinderellife,3DS,2012,Role-Playing,Level_5,0,0,0.06,0,0.06
12750,Dr._Muto,XB,2002,Platform,Midway_Games,0.04,0.01,0,0,0.06
12751,Tom_Clancy's_Rainbow_Six:_Critical_Hour,XB,N/A,Shooter,Unknown,0.04,0.01,0,0,0.06
12752,Gothic_3,PC,2006,Role-Playing,JoWood_Productions,0,0.05,0,0.01,0.06
12753,Tokyo_Twilight_Ghost_Hunters,PS3,2014,Role-Playing,Aksys_Games,0.03,0,0.02,0.01,0.06
12754,Scrabble_Blast!,GBA,2005,Misc,Zoo_Digital_Publishing,0.04,0.01,0,0,0.06
12755,Dino_Pets,DS,2009,Simulation,Avanquest,0.05,0,0,0,0.06
12756,Fate/Stay_Night_[Réalta_Nua],PSV,2012,Adventure,Kadokawa_Shoten,0,0,0.06,0,0.06
12757,The_Mysterious_Case_of_Dr._Jekyll_and_Mr._Hyde,DS,2010,Adventure,O-Games,0.02,0.03,0,0.01,0.06
12758,Gintama_no_Sugoroku,PSP,2013,Action,Namco_Bandai_Games,0,0,0.06,0,0.06
12759,Kid_Fit_Island_Resort,Wii,2010,Sports,Avanquest,0.05,0,0,0,0.06
12760,The_Lord_of_the_Rings:_Aragorn's_Quest,PS2,2010,Action,Warner_Bros._Interactive_Entertainment,0.03,0.02,0,0.01,0.06
12761,Roogoo_Twisted_Towers,Wii,2009,Puzzle,SouthPeak_Games,0.05,0,0,0,0.06
12762,Doraemon_4:_Nobita_to_Toki_no_Okoku,SNES,1995,Platform,Epoch,0,0,0.06,0,0.06
12763,Myst,SAT,1994,Adventure,Sunsoft,0,0,0.06,0,0.06
12764,F1_2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.06
12765,Toaru_Kagaku_no_Chou_Denjihou,PSP,2011,Adventure,Kadokawa_Shoten,0,0,0.06,0,0.06
12766,Starwinder:_The_Ultimate_Space_Race,PS,1996,Racing,Mindscape,0.03,0.02,0,0,0.06
12767,The_Lost_Chronicles_of_Zerzura,PC,2012,Adventure,DTP_Entertainment,0,0.05,0,0.01,0.06
12768,Ski_Region_Simulator,PC,2011,Simulation,Excalibur_Publishing,0,0.05,0,0.01,0.06
12769,Angelique_Trois,PS2,2000,Adventure,Tecmo_Koei,0,0,0.06,0,0.06
12770,Dreamer_Series:_Babysitter,DS,2009,Simulation,Deep_Silver,0.05,0,0,0,0.06
12771,Diva_Girls:_Divas_on_Ice,DS,2009,Sports,505_Games,0.05,0,0,0,0.06
12772,Dance_Dance_Revolution:_Mario_Mix_(JP_sales),GC,2005,Simulation,Nintendo,0,0,0.05,0,0.06
12773,A-Train_6,PS2,2000,Strategy,Midas_Interactive_Entertainment,0,0,0.06,0,0.06
12774,Meitantei_Conan:_Tantei_Ryoku_Trainer,DS,2007,Misc,Namco_Bandai_Games,0,0,0.06,0,0.06
12775,MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0,0,0.06
12776,ESPN_International_Winter_Sports_2002,PS2,2002,Sports,Konami_Digital_Entertainment,0.03,0.02,0,0.01,0.06
12777,"Tennis_no_Oji-Sama:_Doubles_no_Oji-Sama_-_Girls,_Be_Gracious!",DS,2009,Sports,Konami_Digital_Entertainment,0,0,0.06,0,0.06
12778,KimiKiss_(ebKore+),PS2,2008,Adventure,Enterbrain,0,0,0.06,0,0.06
12779,Gold_and_Glory:_The_Road_to_El_Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06
12780,NBA_Live_07,XB,2006,Sports,Electronic_Arts,0.04,0.01,0,0,0.06
12781,Choro_Q_Marine:_Q_Boat,PS,1998,Racing,Takara,0,0,0.05,0,0.06
12782,GunPey,PSP,2006,Puzzle,Atari,0.05,0,0,0.01,0.06
12783,BattleBots:_Beyond_the_BattleBox,GBA,2002,Action,Vivendi_Games,0.04,0.01,0,0,0.06
12784,MX_vs._ATV_Supercross_Encore,PS4,2015,Sports,Nordic_Games,0,0.05,0,0.01,0.06
12785,Yuugen_Gaisha_Brave_Company,3DS,2011,Strategy,Namco_Bandai_Games,0,0,0.06,0,0.06
12786,Mighty_Beanz:_Pocket_Puzzles,GBA,2004,Puzzle,Majesco_Entertainment,0.04,0.01,0,0,0.06
12787,Ken_to_Mahou_to_Gakuen_Mono._3D,3DS,2011,Role-Playing,Acquire,0,0,0.06,0,0.06
